draw_order,token_id,pdb_id,outcome,reason_code,reason_detail,reconstructed_bytes,canonical_bytes,reconstructed_sha256,canonical_sha256,byte_identical,reconstructed_atom_count,canonical_atom_count,atom_count_equal,reconstructed_chain_ids,canonical_chain_ids,chain_ids_equal,reconstructed_entity_ids,canonical_entity_ids,entity_ids_equal,atom_keys_equal,reconstructed_coordinate_sha256,canonical_coordinate_sha256,coordinate_hash_equal,max_coordinate_deviation_angstrom,coordinate_tolerance_angstrom,coordinate_agreement,fidelity_pass
77,75752,3PYJ,SUCCESS,SUCCESS,,234073,250123,2a9fce94b68219ec6c08d43cb64b2995ba31aa1f3283de675806876d4c9f5505,28d09123fde9e73a0ccebeea87c4a7a89730f5288d191fc6b14990e8db18d710,False,863,863,True,"[""A"",""B"",""C""]","[""A"",""B"",""C""]",True,"[""1"",""2"",""3""]","[""1"",""2"",""3""]",True,True,7f7fa1f15cd8330fd9b65a4feef6de74aa49b7fe4e0ac93c56f2ca01d6b652a9,7f7fa1f15cd8330fd9b65a4feef6de74aa49b7fe4e0ac93c56f2ca01d6b652a9,True,0,1e-06,True,True
78,166424,6TIJ,SUCCESS,SUCCESS,,447554,771907,412142a31f8857ec0032e1f48021f4efa919f0ccf6cc8c1a0bf0b7621a312d44,41846eb22a7965c0c2c3e5268ec59d81047b9aaea66c89628dc1f0ef289de472,False,4843,4843,True,"[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H""]","[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H""]",True,"[""1"",""2"",""3"",""4"",""5"",""6""]","[""1"",""2"",""3"",""4"",""5"",""6""]",True,True,186aea0417b4014b2028678f2f7a84a8796f53651c42f471860ec1d665f39248,186aea0417b4014b2028678f2f7a84a8796f53651c42f471860ec1d665f39248,True,0,1e-06,True,True
79,113036,4ZV7,SUCCESS,SUCCESS,,446881,503951,56d44fd40e9191eeb8682f28b158a2fb7e3618944900070522916217f53f9bcb,bb83449226abc1dd7cd2ef8e976c9470b2dc58f8769e6c7ae976bc79574165c7,False,2713,2713,True,"[""A"",""B"",""C""]","[""A"",""B"",""C""]",True,"[""1"",""2"",""3""]","[""1"",""2"",""3""]",True,True,bcb8f5123f3f42fd6f51cb72c1f0a66c7f368f29baf63240aeadece13ac3738a,bcb8f5123f3f42fd6f51cb72c1f0a66c7f368f29baf63240aeadece13ac3738a,True,0,1e-06,True,True
80,130005,5OOW,SUCCESS,SUCCESS,,638705,800350,df74cb1649ff0b65234b57389aaab258ffab1bf3e2e1734f7e51ef37b3018ec6,471d77124da4c3a9542d423265896eca676c06cb60f14eac5add603ff139900a,False,6008,6008,True,"[""A"",""B"",""C"",""D"",""E"",""F""]","[""A"",""B"",""C"",""D"",""E"",""F""]",True,"[""1"",""2"",""3""]","[""1"",""2"",""3""]",True,True,3af968a9b9feb1cd860739397e1ae27ef25354ccb5cdc7381d0ef49d5f69204c,3af968a9b9feb1cd860739397e1ae27ef25354ccb5cdc7381d0ef49d5f69204c,True,0,1e-06,True,True
81,203760,8AKH,SUCCESS,SUCCESS,,678247,721785,1e72b0730bbbf4e6bec1be7f019b0590e9cf77ff50080cc74430cf7ae08ab07e,93efe31eb5902d5e2c02ee47cb39b9bd344c901e575ea1266bd1db174af1d175,False,10790,10790,True,"[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M""]","[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M""]",True,"[""1"",""2"",""3"",""4"",""5""]","[""1"",""2"",""3"",""4"",""5""]",True,True,be7c90ae36aece6b95b28d891e769af999c2ed3dd2c4a875fb3dde051ca136e5,0976d2a8b3fc302bcb51a71a568cdb0761a333eab2865ba15197dbc01de0deaa,False,7.1607233461e-15,1e-06,True,True
82,220073,8SOY,SUCCESS,SUCCESS,,413803,671039,6e67b075d06e8b5af62f47fb0604b6800e6c34f024af8674fe2f7ad405bae760,e15c2c685ae31734dac4a36b9ebc6492bb3ad46130418408f73489e22dfbeb34,False,10074,10074,True,"[""A"",""B"",""C"",""D"",""E"",""F""]","[""A"",""B"",""C"",""D"",""E"",""F""]",True,"[""1""]","[""1""]",True,True,060d7c2ac954170d97883071d66d6dcc1bf2b559668ed58d47735f3a1617a25e,060d7c2ac954170d97883071d66d6dcc1bf2b559668ed58d47735f3a1617a25e,True,0,1e-06,True,True
83,226804,9B6H,SUCCESS,SUCCESS,,902881,2723593,6c78fd0b0cb1b1888778e52b9e9fcfb609f7c231db8f4bdedf7bba93a70a9e31,41344b8be07a74d6030fe1bf621123d6834c32fa02dc40284c9cff744ace3b0a,False,55880,55880,True,"[""A"",""AA"",""B"",""BA"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""Q"",""R"",""S"",""T"",""U"",""V"",""W"",""X"",""Y"",""Z""]","[""A"",""AA"",""B"",""BA"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""Q"",""R"",""S"",""T"",""U"",""V"",""W"",""X"",""Y"",""Z""]",True,"[""1"",""2"",""3"",""4"",""5""]","[""1"",""2"",""3"",""4"",""5""]",True,True,451e9678bbbe79063a6cab5ef9ec30e7d27d7030643874438604e15d15865ca2,451e9678bbbe79063a6cab5ef9ec30e7d27d7030643874438604e15d15865ca2,True,0,1e-06,True,True
84,43718,2LL6,SUCCESS,SUCCESS,,603077,2380668,28beb216d7bc9623afc16219274fdd3a45f7c8a143e96a5c5949cc7ce3ed0dde,b7e97267629bd1026fb9a8b90c23e16d32356c14ab089bc995a821f7150f053d,False,51300,51300,True,"[""A"",""B""]","[""A"",""B""]",True,"[""1"",""2""]","[""1"",""2""]",True,True,fe4e69fc3ab942050814ac1dfd31d3cd8fee5cab38b838776c907e74a5d1dae4,fe4e69fc3ab942050814ac1dfd31d3cd8fee5cab38b838776c907e74a5d1dae4,True,0,1e-06,True,True
85,122402,5IEF,SUCCESS,SUCCESS,,414935,639222,111ee8c516cfc7a9c9e8c8084ef59758ee4faca90d8ef9a034375d2e407d384e,499903a21d2da48c06249c1f448d3d1d0f954baea70c0de87c60c34b13280ea8,False,8085,8085,True,"[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L""]","[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L""]",True,"[""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9""]","[""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9""]",True,True,918a9d24458029e638895034402bd1440d12d63ef91351f21cbaa090098898af,918a9d24458029e638895034402bd1440d12d63ef91351f21cbaa090098898af,True,0,1e-06,True,True
86,137053,5UMO,SUCCESS,SUCCESS,,285129,348566,770b532b03a2b078b8c50918c1aa4d72ac7a028e3059da448e1116849d591afd,d93e1c12ce5154e00d2c29f860f16eccb1b22e9a71b09a553731cc0e4a725b88,False,3005,3005,True,"[""A"",""B"",""C""]","[""A"",""B"",""C""]",True,"[""1"",""2"",""3""]","[""1"",""2"",""3""]",True,True,71397a28b27413bc41eb56f26dd793c759769000f07bc5b5eed3943f4e099289,71397a28b27413bc41eb56f26dd793c759769000f07bc5b5eed3943f4e099289,True,0,1e-06,True,True
87,192262,7QUK,SUCCESS,SUCCESS,,306591,337456,80766f4fe78fe79094447d0a8e3eb7816ab393ea675d2ac84019188c14cb4db5,8de074d2ec5a590b8afce82b7e4fcff02926ff0ebb9dbe686d0a8f6355aa72a2,False,2403,2403,True,"[""A"",""B"",""C"",""D"",""E"",""F"",""G""]","[""A"",""B"",""C"",""D"",""E"",""F"",""G""]",True,"[""1"",""2"",""3"",""4"",""5"",""6""]","[""1"",""2"",""3"",""4"",""5"",""6""]",True,True,6535330de1a28c244e4a4e54c16529507af69033a7b82f1137e495613358905f,6535330de1a28c244e4a4e54c16529507af69033a7b82f1137e495613358905f,True,0,1e-06,True,True
88,141225,5Y88,SUCCESS,SUCCESS,,1391755,3799154,a45424da8f2675704b2e7b33188191ba263d7eecee8f25db5588756f6701d514,85ddf8ca99bca66612b430bec6652824ced43c8d247863a9936e3a9477f43833,False,72347,72347,True,"[""A"",""AA"",""AB"",""B"",""BA"",""BB"",""C"",""CA"",""CB"",""D"",""DA"",""DB"",""E"",""EA"",""EB"",""F"",""FA"",""FB"",""G"",""GA"",""H"",""HA"",""I"",""IA"",""J"",""JA"",""K"",""KA"",""L"",""LA"",""M"",""MA"",""N"",""NA"",""O"",""OA"",""P"",""PA"",""Q"",""QA"",""R"",""RA"",""S"",""SA"",""T"",""TA"",""U"",""UA"",""V"",""VA"",""W"",""WA"",""X"",""XA"",""Y"",""YA"",""Z"",""ZA""]","[""A"",""AA"",""AB"",""B"",""BA"",""BB"",""C"",""CA"",""CB"",""D"",""DA"",""DB"",""E"",""EA"",""EB"",""F"",""FA"",""FB"",""G"",""GA"",""H"",""HA"",""I"",""IA"",""J"",""JA"",""K"",""KA"",""L"",""LA"",""M"",""MA"",""N"",""NA"",""O"",""OA"",""P"",""PA"",""Q"",""QA"",""R"",""RA"",""S"",""SA"",""T"",""TA"",""U"",""UA"",""V"",""VA"",""W"",""WA"",""X"",""XA"",""Y"",""YA"",""Z"",""ZA""]",True,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""16"",""17"",""18"",""19"",""2"",""20"",""21"",""22"",""23"",""24"",""25"",""26"",""27"",""28"",""29"",""3"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""38"",""4"",""5"",""6"",""7"",""8"",""9""]","[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""16"",""17"",""18"",""19"",""2"",""20"",""21"",""22"",""23"",""24"",""25"",""26"",""27"",""28"",""29"",""3"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""38"",""4"",""5"",""6"",""7"",""8"",""9""]",True,True,9d52e83ca06f30c701cfe433beea20eb6467210eb126c199566a6fd2180bd955,9d52e83ca06f30c701cfe433beea20eb6467210eb126c199566a6fd2180bd955,True,0,1e-06,True,True
89,104641,4QGF,SUCCESS,SUCCESS,,224763,325637,3e2c8cdb31e5e24517a99809b143f32c5a3a7d35afb2131748e240dda508f4c9,823f2fdc0bf50f67c7d1835628a53e21dd274469e331a6636995dd0f060e765d,False,3421,3421,True,"[""A"",""B"",""C"",""D"",""E"",""F""]","[""A"",""B"",""C"",""D"",""E"",""F""]",True,"[""1"",""2"",""3""]","[""1"",""2"",""3""]",True,True,feff388683fe6fd2859f4e399d42d5aa0f4be8dbca913d0fa7977e16517fa616,feff388683fe6fd2859f4e399d42d5aa0f4be8dbca913d0fa7977e16517fa616,True,0,1e-06,True,True
90,162649,6QFB,FAILURE,RPC_OUT_OF_GAS,rpc error: code = Internal desc = out of gas,,,,,,,,,,,,,,,,,,,,,,
91,10467,1IS4,SUCCESS,SUCCESS,,205862,231334,4a6fb9b8363e9e9bd19ec66ba92efca31f8ad55e9c6065ad0a8e8c54ba8b7889,b10749736a293692e75b3c978e27babe7894a8017b53b7b353a80fd34f085c77,False,1192,1192,True,"[""A"",""B"",""C""]","[""A"",""B"",""C""]",True,"[""1"",""2"",""3""]","[""1"",""2"",""3""]",True,True,2072e57eb6c130e2c3a3a7d34420ce5176532bed74670743309e8d1b3ea2cf83,2072e57eb6c130e2c3a3a7d34420ce5176532bed74670743309e8d1b3ea2cf83,True,0,1e-06,True,True
92,143233,6A1M,SUCCESS,SUCCESS,,313848,372299,ebf53482cb4553bb598deb41005c7fde4580661b50bcc2c16752307d70c7c212,c4148fdb4a13d46a82df731d6003b93a345994ef3cbefa9ea158a9f86d9726f9,False,2826,2826,True,"[""A"",""B"",""C"",""D"",""E""]","[""A"",""B"",""C"",""D"",""E""]",True,"[""1"",""2"",""3"",""4"",""5""]","[""1"",""2"",""3"",""4"",""5""]",True,True,1c32afc6521a5f8e3e5b5df2bb8f326278d2dff033b10511f9ae8c9237183dc5,1c32afc6521a5f8e3e5b5df2bb8f326278d2dff033b10511f9ae8c9237183dc5,True,0,1e-06,True,True
93,181454,7G1P,SUCCESS,SUCCESS,,272112,306469,e4c0964f6142c8f5fc9d6557f48cf6f4b127cdc3dbbcc13a43767e99d100b04a,7e32090e76f5c83806b2c092c7f340ba8faa6852ae6fc49d283c216f08deba25,False,1218,1218,True,"[""A"",""B"",""C"",""D""]","[""A"",""B"",""C"",""D""]",True,"[""1"",""2"",""3"",""4""]","[""1"",""2"",""3"",""4""]",True,True,b30e7b5e8dfea73da848db958566ad66e692142924a8d86ff2dfe639b0e273d8,b30e7b5e8dfea73da848db958566ad66e692142924a8d86ff2dfe639b0e273d8,True,0,1e-06,True,True
94,136007,5TRP,SUCCESS,SUCCESS,,481451,567709,96a663c3380c4dad4ac2c38640b0d0f20eb0c215376b155fe916cbf735b38bcc,1e3809cc94923a28984c49877634326aad229deb5c47590b828a56bedacb88e6,False,3453,3453,True,"[""A"",""B"",""C"",""D"",""E"",""F""]","[""A"",""B"",""C"",""D"",""E"",""F""]",True,"[""1"",""2"",""3"",""4"",""5""]","[""1"",""2"",""3"",""4"",""5""]",True,True,81f7eb1d70910ec201a07cb97eaf0821c9cb22ca69fb779257cd20fc61c8b5c5,81f7eb1d70910ec201a07cb97eaf0821c9cb22ca69fb779257cd20fc61c8b5c5,True,0,1e-06,True,True
95,25786,1W5B,SUCCESS,SUCCESS,,233315,397463,92913487d17600f7b37e8d57ef83e030ee389b523ecb5ead335992370b5adf71,7d9f36a35b76674cacfc4b1fd972e0386154eef930708e2df0ad7e564b545949,False,5270,5270,True,"[""A"",""B"",""C"",""D"",""E"",""F""]","[""A"",""B"",""C"",""D"",""E"",""F""]",True,"[""1"",""2"",""3""]","[""1"",""2"",""3""]",True,True,186a5281a681dced52285c9d8a45092816fff76aa7665baa9e7fd4764d362014,186a5281a681dced52285c9d8a45092816fff76aa7665baa9e7fd4764d362014,True,0,1e-06,True,True
96,175547,7B0M,SUCCESS,SUCCESS,,372467,552908,3a96925d45db800788965995958110a1aac3ae29ae9d316040ca3c22d23ebee8,85d9885a8e752f7cdc069f43f7031d4c9b4d95b3e86693a02cd03d6b47589b81,False,6691,6691,True,"[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L""]","[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L""]",True,"[""1"",""2"",""3"",""4"",""5""]","[""1"",""2"",""3"",""4"",""5""]",True,True,5af963f84046e2da728f017ffa54898b9afe7321c23acdee1b075f197612ee20,5af963f84046e2da728f017ffa54898b9afe7321c23acdee1b075f197612ee20,True,0,1e-06,True,True
97,165339,6SMW,SUCCESS,SUCCESS,,1418629,1982739,1f0b384a8edbc115d42a60713ed464773e3ccd122c2c9abd3d8249f9e9f2c81c,c4a512262709ed83f79b3311d28726fea50db8137631849ab2b41eed031338a9,False,17445,17445,True,"[""A"",""AA"",""AB"",""B"",""BA"",""BB"",""C"",""CA"",""D"",""DA"",""E"",""EA"",""F"",""FA"",""G"",""GA"",""H"",""HA"",""I"",""IA"",""J"",""JA"",""K"",""KA"",""L"",""LA"",""M"",""MA"",""N"",""NA"",""O"",""OA"",""P"",""PA"",""Q"",""QA"",""R"",""RA"",""S"",""SA"",""T"",""TA"",""U"",""UA"",""V"",""VA"",""W"",""WA"",""X"",""XA"",""Y"",""YA"",""Z"",""ZA""]","[""A"",""AA"",""AB"",""B"",""BA"",""BB"",""C"",""CA"",""D"",""DA"",""E"",""EA"",""F"",""FA"",""G"",""GA"",""H"",""HA"",""I"",""IA"",""J"",""JA"",""K"",""KA"",""L"",""LA"",""M"",""MA"",""N"",""NA"",""O"",""OA"",""P"",""PA"",""Q"",""QA"",""R"",""RA"",""S"",""SA"",""T"",""TA"",""U"",""UA"",""V"",""VA"",""W"",""WA"",""X"",""XA"",""Y"",""YA"",""Z"",""ZA""]",True,"[""1"",""2"",""3"",""4"",""5"",""6"",""7""]","[""1"",""2"",""3"",""4"",""5"",""6"",""7""]",True,True,a5d34ef810b466f956b0347c27b2b7447fd72a33ed1630be29356a369468ed88,a5d34ef810b466f956b0347c27b2b7447fd72a33ed1630be29356a369468ed88,True,0,1e-06,True,True
98,27437,1XJH,SUCCESS,SUCCESS,,334176,978551,9b43b885dade59e42154fdf77e9790bf2a82ea44d3c900c6b4f339add0062923,9508751c77e19f7908e8f55f1df90577ec3fe1323f222f214e48ff3a453f7b48,False,18540,18540,True,"[""A"",""B""]","[""A"",""B""]",True,"[""1"",""2""]","[""1"",""2""]",True,True,f545c2764c1abc68c82ecd117527f5d7c8c2e56f7d972d5d1943834274bc72a4,f545c2764c1abc68c82ecd117527f5d7c8c2e56f7d972d5d1943834274bc72a4,True,0,1e-06,True,True
99,5790,1ESU,SUCCESS,SUCCESS,,227663,289836,bd97a2f97d710d78a4c2c7b95280f9a134dc5ced6da339187b3d9a53948e04f0,936837ce498696e9bec4d10dd8581864b32a2a06bc6c6e4919e200a091a5e59f,False,2168,2168,True,"[""A"",""B"",""C""]","[""A"",""B"",""C""]",True,"[""1"",""2"",""3""]","[""1"",""2"",""3""]",True,True,ae29fdd8240b95fc3fdf2a4ab6fc79a89d8255c300501775b8b1f662f0e1827b,ae29fdd8240b95fc3fdf2a4ab6fc79a89d8255c300501775b8b1f662f0e1827b,True,0,1e-06,True,True
100,205240,8BTG,SUCCESS,SUCCESS,,497662,1185930,1ba85363d0705543e423fd69ec1c0047c14f7052cd19eec1d4e296bf2ee7e9b2,3e152d92672f8e072741b8afec437b54712362b3ec294e7bff23c138fbf578a8,False,20330,20330,True,"[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""Q"",""R"",""S"",""T"",""U"",""V"",""W""]","[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""Q"",""R"",""S"",""T"",""U"",""V"",""W""]",True,"[""1"",""2"",""3"",""4"",""5""]","[""1"",""2"",""3"",""4"",""5""]",True,True,54a569cf8c32f5fb7165a05c3d74e54658bff0b5de89f7117f7d489d7248b345,54a569cf8c32f5fb7165a05c3d74e54658bff0b5de89f7117f7d489d7248b345,True,0,1e-06,True,True
